"SA0","yvw",False,0,True," s nariz",False,0
"SA1","yvfvm",False,0,True," s [Went.] animal menor",False,0
"SA2","yvfvzentu",False,0,True," vtr,quitar raspando",False,0
"SA3","yvze",False,0,True," s grasa",False,0
"SA4","yv",False,0,True,"s nariz",False,0
"SA5","yupi",False,0,True," s hombro,",False,0
"SA6","yupe",False,0,True, s [zool.] erizo (Loxechinus albus),False,0
"SA7","yuge",False,0,True,"  adj,afilado, filoso, puntiagudo",False,0
"SA8","yug",False,0,True," adj,afilado, filoso, puntiagudo",False,0
"SA9","yukuko",False,0,True," s [ornit.] codorniz (Callipepla californica)",False,0
"SA10","yuku",False,0,True," s [Cast.] yugo",False,0
"SA11","yu",False,0,True," pron pos. 1ª pers. dual nuestro (de nosotros dos),  s nariz",False,0
"SA11","tayu",False,0,True," pron pos. 1ª pers. dual nuestro (de nosotros dos)",False,0
"SA12","yom",False,0,True," adv demasiado, excesivamente",False,0
"SA13","yoz",False,0,True," más",False,0
"SA013","zoy",False,0,True," más",False,0
"SA14","yocikay",False,0,True," exp gracias (cuando uno no quiere servirse más comida o bebida)",False,0
"SA15","yiwiñ",False,0,True," s grasa (de], aceite (de], manteca (de)",False,0
"SA16","yewmen",False,0,True," adj suelto, ágil, desenvuelto",False,0
"SA17","yewenten",False,0,True," adj vergonzoso (que se avergüenza con facilidad)",False,0
"SA18","yewen",False,0,True," s prometido/a y futuro suegro/a",False,0
"SA19","yewa",False,0,True," s [zool., Cast.] yegua",False,0
"SA20","yepu",False,0,True," s balay",False,0
"SA21","yegvn",False,0,True," =egvn",False,0
"SA22","yegu",False,0,True," =egu",False,0
"SA23","yene",False,0,True," s [zool.] ballena",False,0
"SA24","yem",False,0,True," =em",False,0
"SA25","yeku",False,0,True," s [ornit.] yeco, cormorán, cuervo de mar, pato negro, (Phalacrocorax brasilianus),",False,0
"SA26","yeci",False,0,True," vi,iniciar, empezar, comenzar",False,0
"SA27","yewvn",False,0,True," s carga, bulto, equipaje, cosas, pertenencias; medán, regalo que las visitas llevan a sus anfitriones, generalmente alimentos (→rokiñ)",False,0
"SA28","yevlpelu",False,0,True," s s asistente de el/la maci",False,0
"SA29","yevlfe",False,0,True," s s asistente de el/la maci",False,0
"SA30","yepuh",False,0,True," s [astr.] Venus, lucero de la noche (→W vhyelfe)",False,0
"SA31","yefaltu",False,0,True," s encargo",False,0
"SA32","yay",False,0,True," s granizo",False,0
"SA33","yatewe",False,0,True," s [zool.] corvina (pez)",False,0
"SA34","yarken",False,0,True," s [ornit.] lechuza",False,0
"SA35","yapetun",False,0,True," s [rel.] gritos de ánimo a intervalos que acompañan el gijatun",False,0
"SA36","yapaw",False,0,True," =yapaq",False,0
"SA37","yapan",False,0,True," s [tej.] choapino",False,0
"SA38","yapaq",False,0,True," s bolsa de cuero de,ternero",False,0
"SA39","yagaj",False,0,True," s [gast.] chicharrón",False,0
"SA40","yankvl",False,0,True," adj flaco, duro, seco",False,0
"SA41","yancvn",False,0,True," s escalofrío",False,0
"SA42","yamuwvn",False,0,True," s,respeto",False,0
"SA43","yajwe",False,0,True," s útero, matriz, vientre",False,0
"SA44","yajvmv{0,1}|yajvmtu",False,0,True," vtr,engendrar, multiplicar, producir",False,0
"SA45","yajel",False,0,True," s generación, descendencia",False,0
"SA46","yali",False,0,True," s [zool.] zancudo, mosquito,",False,0
"SA47","yaq",False,0,True," adv ambos, juntos (no igualmente)",False,0
"SA48","yafyafvn",False,0,True," s escalofrío",False,0
"SA49","yafvtuwe",False,0,True," s comedor",False,0
"SA50","yafvtun",False,0,True," s comida, almuerzo",False,0
"SA51","yafvgen",False,0,True," s firmeza, fortaleza",False,0
"SA52","yafkvtu",False,0,True," vtr,enojarse con",False,0
"SA53","yafkan",False,0,True," s ofensa, afrenta",False,0
"SA54","yael",False,0,True," =iael",False,0
"SA55","wvywvn",False,0,True," s sed  Y",False,0
"SA56","wvyun",False,0,True," s marco",False,0
"SA57","wvya",False,0,True," =vya",False,0
"SA58","wvxv",False,0,True," s cuchara; cucharada (de)",False,0
"SA59","wvxul",False,0,True," s montón, pila",False,0
"SA60","wvxun",False,0,True," s flujo, corriente; montón",False,0
"SA61","wvto",False,0,True," s [tej.] copo de lana",False,0
"SA62","wvtan",False,0,True," s temblor, latido (de un músculo); presentimiento",False,0
"SA63","wvrwan ko",False,0,True," s vapor, vaho",False,0
"SA64","wvrken ko",False,0,True," s vapor, vaho",False,0
"SA65","wvño",False,0,True," =wiño",False,0
"SA66","pewtuwvn kowvh",False,0,True," s examen, diagnóstico a través de la saliva 2",False,0
"SA67","wvhyelfe",False,0,True," s [astr.] lucero del alba (→yepuh)",False,0
"SA68","wvhpijañ",False,0,True," s cráter",False,0
